Regionally Extinct,Theridiidae,Dipoena,coracina,Dipoena coracina (C.L.Koch  1837),https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Dipoena+coracina/o/17/u//x/
Regionally Extinct,Araneidae,Gibbaranea,bituberculata,Gibbaranea bituberculata (Walckenaer  1802),https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Gibbaranea+bituberculata/o/17/u//x/
Regionally Extinct,Dictynidae,Mastigusa,arietina,Mastigusa arietina (Thorell  1871),https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Mastigusa+arietina/o/17/u//x/
Critically Endangered (Possibly Extinct),Oonopidae,Orchestina,sp.,Orchestina sp.,https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Orchestina+sp./o/17/u//x/
Critically Endangered (Possibly Extinct),Linyphiidae,Centromerus,albidus,Centromerus albidus Simon  1929,https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Centromerus+albidus/o/17/u//x/
Critically Endangered (Possibly Extinct),Linyphiidae,Palliduphantes,antroniensis,Palliduphantes antroniensis (Schenkel  1933),https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Palliduphantes+antroniensis/o/17/u//x/
Critically Endangered (Possibly Extinct),Dictynidae,Altella,lucida,Altella lucida (Simon  1874),https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Altella+lucida/o/17/u//x/
Critically Endangered (Possibly Extinct),Philodromidae,Thanatus,formicinus,Thanatus formicinus (Clerk  1757),https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Thanatus+formicinus/o/17/u//x/
Critically Endangered,Theridiidae,Enoplognatha,oelandica,Enoplognatha oelandica (Thorell  1875),https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Enoplognatha+oelandica/o/17/u//x/
Critically Endangered,Theridiidae,Robertus,scoticus,Robertus scoticus Jackson  1914,https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Robertus+scoticus/o/17/u//x/
Critically Endangered,Linyphiidae,Walckenaeria,corniculans,Walckenaeria corniculans (Cambridge  1875),https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Walckenaeria+corniculans/o/17/u//x/
Critically Endangered,Linyphiidae,Diplocephalus,connatus,Diplocephalus connatus Bertkau  1889,https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Diplocephalus+connatus/o/17/u//x/
Critically Endangered,Linyphiidae,Typhochrestus,simoni,Typhochrestus simoni de Lessert  1907,https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Typhochrestus+simoni/o/17/u//x/
Critically Endangered,Lycosidae,Alopecosa,fabrilis,Alopecosa fabrilis (Clerck  1757),https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Alopecosa+fabrilis/o/17/u//x/
Critically Endangered,Lycosidae,Aulonia,albimana,Aulonia albimana (Walckenaer  1805),https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Aulonia+albimana/o/17/u//x/
Critically Endangered,Dictynidae,Dictyna,major,Dictyna major Menge  1869,https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Dictyna+major/o/17/u//x/
Critically Endangered,Zoridae,Zora,armillata,Zora armillata Simon  1878,https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Zora+armillata/o/17/u//x/
Critically Endangered,Zoridae,Zora,silvestris,Zora silvestris Kulczynski  1897,https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Zora+silvestris/o/17/u//x/
Critically Endangered,Thomisidae,Pistius,truncatus,Pistius truncatus (Pallas  1772),https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Pistius+truncatus/o/17/u//x/
Critically Endangered,Salticidae,Neon,valentulus,Neon valentulus Falconer  1912,https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Neon+valentulus/o/17/u//x/
Critically Endangered,Salticidae,Sitticus,distinguendus,Sitticus distinguendus (Simon  1868),https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Sitticus+distinguendus/o/17/u//x/
Endangered,Theridiidae,Dipoena,prona,Dipoena prona (Menge  1868),https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Dipoena+prona/o/17/u//x/
Endangered,Theridiidae,Dipoena,melanogaster,Dipoena melanogaster (C.L.Koch  1837),https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Dipoena+melanogaster/o/17/u//x/
Endangered,Linyphiidae,Praestigia,duffeyi,Praestigia duffeyi (Millidge  1954),https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Praestigia+duffeyi/o/17/u//x/
Endangered,Linyphiidae,Gonatium,paradoxum,Gonatium paradoxum (L.Koch  1869),https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Gonatium+paradoxum/o/17/u//x/
Endangered,Linyphiidae,Pelecopsis,radicicola,Pelecopsis radicicola (L.Koch  1872),https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Pelecopsis+radicicola/o/17/u//x/
Endangered,Linyphiidae,Tapinocyba,mitis,Tapinocyba mitis (O.P.-Cambridge  1882),https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Tapinocyba+mitis/o/17/u//x/
Endangered,Linyphiidae,Erigone,welchi,Erigone welchi Jackson  1911,https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Erigone+welchi/o/17/u//x/
Endangered,Linyphiidae,Trichopterna,cito,Trichopterna cito (O.P.-Cambridge  1872),https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Trichopterna+cito/o/17/u//x/
Endangered,Linyphiidae,Semljicola,caliginosus,Semljicola caliginosus (Falconer  1910),https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Semljicola+caliginosus/o/17/u//x/
Endangered,Linyphiidae,Wiehlea,calcarifera,Wiehlea calcarifera (Simon  1884),https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Wiehlea+calcarifera/o/17/u//x/
Endangered,Linyphiidae,Maro,sublestus,Maro sublestus Falconer  1915,https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Maro+sublestus/o/17/u//x/
Endangered,Linyphiidae,Maro,lepidus,Maro lepidus Casemir  1961,https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Maro+lepidus/o/17/u//x/
Endangered,Linyphiidae,Centromerus,levitarsis,Centromerus levitarsis (Simon  1884),https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Centromerus+levitarsis/o/17/u//x/
Endangered,Linyphiidae,Centromerus,semiater,Centromerus semiater (L.Koch  1879),https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Centromerus+semiater/o/17/u//x/
Endangered,Linyphiidae,Centromerus,brevivulvatus,Centromerus brevivulvatus Dahl  1912,https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Centromerus+brevivulvatus/o/17/u//x/
Endangered,Linyphiidae,Centromerus,serratus,Centromerus serratus (O.P.-Cambridge  1875),https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Centromerus+serratus/o/17/u//x/
Endangered,Linyphiidae,Nothophantes,horridus,Nothophantes horridus Merrett and Stevens  1995,https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Nothophantes+horridus/o/17/u//x/
Endangered,Linyphiidae,Midia,midas,Midia midas (Simon  1884),https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Midia+midas/o/17/u//x/
Endangered,Araneidae,Araniella,alpica,Araniella alpica (L.Koch  1869),https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Araniella+alpica/o/17/u//x/
Endangered,Lycosidae,Pardosa,paludicola,Pardosa paludicola (Clerck  1757),https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Pardosa+paludicola/o/17/u//x/
Endangered,Lycosidae,Hygrolycosa,rubrofasciata,Hygrolycosa rubrofasciata (Ohlert  1865),https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Hygrolycosa+rubrofasciata/o/17/u//x/
Endangered,Dictynidae,Tuberta,maerens,Tuberta maerens (O.P.-Cambridge  1863),https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Tuberta+maerens/o/17/u//x/
Endangered,Liocranidae,Agroeca,lusatica,Agroeca lusatica (L.Koch  1875),https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Agroeca+lusatica/o/17/u//x/
Endangered,Liocranidae,Scotina,palliardii,Scotina palliardii (L.Koch  1881),https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Scotina+palliardii/o/17/u//x/
Endangered,Clubionidae,Cheiracanthium,pennyi,Cheiracanthium pennyi O.P.-Cambridge  1873,https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Cheiracanthium+pennyi/o/17/u//x/
Endangered,Gnaphosidae,Haplodrassus,soerenseni,Haplodrassus soerenseni (Strand  1900),https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Haplodrassus+soerenseni/o/17/u//x/
Endangered,Thomisidae,Xysticus,luctator,Xysticus luctator L.Koch  1870,https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Xysticus+luctator/o/17/u//x/
Endangered,Thomisidae,Xysticus,luctuosus,Xysticus luctuosus (Blackwall  1836),https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Xysticus+luctuosus/o/17/u//x/
Endangered,Thomisidae,Xysticus,robustus,Xysticus robustus (Hahn  1832),https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Xysticus+robustus/o/17/u//x/
Endangered,Thomisidae,Ozyptila,blackwalli,Ozyptila blackwalli Simon  1875,https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Ozyptila+blackwalli/o/17/u//x/
Vulnerable,Dysderidae,Harpactea,rubicunda,Harpactea rubicunda (C.L.Koch  1838),https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Harpactea+rubicunda/o/17/u//x/
Vulnerable,Eresidae,Eresus,sandaliatus,Eresus sandaliatus (Martini and Goeze  1778),https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Eresus+sandaliatus/o/17/u//x/
Vulnerable,Theridiidae,Dipoena,erythropus,Dipoena erythropus (Simon  1881),https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Dipoena+erythropus/o/17/u//x/
Vulnerable,Theridiidae,Enoplognatha,tecta,Enoplognatha tecta (Keyserling  1884),https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Enoplognatha+tecta/o/17/u//x/
Vulnerable,Linyphiidae,Walckenaeria,mitrata,Walckenaeria mitrata (Menge  1868),https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Walckenaeria+mitrata/o/17/u//x/
Vulnerable,Linyphiidae,Walckenaeria,stylifrons,Walckenaeria stylifrons (O.P.-Cambridge  1875),https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Walckenaeria+stylifrons/o/17/u//x/
Vulnerable,Linyphiidae,Dismodicus,elevatus,Dismodicus elevatus (C.L.Koch  1838),https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Dismodicus+elevatus/o/17/u//x/
Vulnerable,Linyphiidae,Baryphyma,gowerense,Baryphyma gowerense (Locket  1965),https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Baryphyma+gowerense/o/17/u//x/
Vulnerable,Linyphiidae,Silometopus,incurvatus,Silometopus incurvatus (O.P.-Cambridge  1873),https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Silometopus+incurvatus/o/17/u//x/
Vulnerable,Linyphiidae,Trichoncus,saxicola,Trichoncus saxicola (O.P.-Cambridge  1861),https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Trichoncus+saxicola/o/17/u//x/
Vulnerable,Linyphiidae,Trichoncus,hackmani,Trichoncus hackmani Millidge  1955,https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Trichoncus+hackmani/o/17/u//x/
Vulnerable,Linyphiidae,Gongylidiellum,murcidum,Gongylidiellum murcidum Simon  1884,https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Gongylidiellum+murcidum/o/17/u//x/
Vulnerable,Linyphiidae,Glyphesis,cottonae,Glyphesis cottonae (La Touche  1945),https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Glyphesis+cottonae/o/17/u//x/
Vulnerable,Linyphiidae,Diplocephalus,protuberans,Diplocephalus protuberans (O.P.-Cambridge  1875),https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Diplocephalus+protuberans/o/17/u//x/
Vulnerable,Linyphiidae,Wabasso,replicatus,Wabasso replicatus (Holm  1950),https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Wabasso+replicatus/o/17/u//x/
Vulnerable,Linyphiidae,Mecynargus,paetulus,Mecynargus paetulus (O.P.-Cambridge  1875),https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Mecynargus+paetulus/o/17/u//x/
Vulnerable,Linyphiidae,Hilaira,nubigena,Hilaira nubigena Hull  1911,https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Hilaira+nubigena/o/17/u//x/
Vulnerable,Linyphiidae,Carorita,limnaea,Carorita limnaea (Crosby and Bishop  1927),https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Carorita+limnaea/o/17/u//x/
Vulnerable,Linyphiidae,Karita,paludosa,Karita paludosa Duffey  1971,https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Karita+paludosa/o/17/u//x/
Vulnerable,Linyphiidae,Meioneta,fuscipalpa,Meioneta fuscipalpa (C.L.Koch  1836),https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Meioneta+fuscipalpa/o/17/u//x/
Vulnerable,Araneidae,Hypsosinga,heri,Hypsosinga heri (Hahn  1831),https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Hypsosinga+heri/o/17/u//x/
Vulnerable,Lycosidae,Pardosa,trailli,Pardosa trailli (O.P.-Cambridge  1873),https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Pardosa+trailli/o/17/u//x/
Vulnerable,Lycosidae,Trochosa,robusta,Trochosa robusta (Simon  1876),https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Trochosa+robusta/o/17/u//x/
Vulnerable,Lycosidae,Arctosa,alpigena,Arctosa alpigena (Doleschall  1852),https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Arctosa+alpigena/o/17/u//x/
Vulnerable,Pisauridae,Dolomedes,plantarius,Dolomedes plantarius (Clerck  1757),https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Dolomedes+plantarius/o/17/u//x/
Vulnerable,Oxyopidae,Oxyopes,heterophthalmus,Oxyopes heterophthalmus Latreille  1804,https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Oxyopes+heterophthalmus/o/17/u//x/
Vulnerable,Agelenidae,Tegenaria,picta,Tegenaria picta Simon  1870,https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Tegenaria+picta/o/17/u//x/
Vulnerable,Hahniidae,Hahnia,candida,Hahnia candida Simon  1875,https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Hahnia+candida/o/17/u//x/
Vulnerable,Dictynidae,Mastigusa,macrophthalma,Mastigusa macrophthalma (Kulczynski  1897),https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Mastigusa+macrophthalma/o/17/u//x/
Vulnerable,Dictynidae,Lathys,nielseni,Lathys nielseni (Schenkel  1932),https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Lathys+nielseni/o/17/u//x/
Vulnerable,Dictynidae,Lathys,stigmatisata,Lathys stigmatisata (Menge  1869),https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Lathys+stigmatisata/o/17/u//x/
Vulnerable,Liocranidae,Apostenus,fuscus,Apostenus fuscus Westring  1851,https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Apostenus+fuscus/o/17/u//x/
Vulnerable,Clubionidae,Clubiona,rosserae,Clubiona rosserae Locket  1953,https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Clubiona+rosserae/o/17/u//x/
Vulnerable,Clubionidae,Clubiona,caerulescens,Clubiona caerulescens L.Koch  1867,https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Clubiona+caerulescens/o/17/u//x/
Vulnerable,Clubionidae,Clubiona,pseudoneglecta,Clubiona pseudoneglecta Wunderlich  1994,https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Clubiona+pseudoneglecta/o/17/u//x/
Vulnerable,Zodariidae,Zodarion,vicinum,Zodarion vicinum Denis  1935,https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Zodarion+vicinum/o/17/u//x/
Vulnerable,Zodariidae,Zodarion,fuscum,Zodarion fuscum (Simon  1870),https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Zodarion+fuscum/o/17/u//x/
Vulnerable,Gnaphosidae,Phaeocedus,braccatus,Phaeocedus braccatus (L.Koch  1866),https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Phaeocedus+braccatus/o/17/u//x/
Vulnerable,Gnaphosidae,Zelotes,longipes,Zelotes longipes (Simon  1878),https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Zelotes+longipes/o/17/u//x/
Vulnerable,Gnaphosidae,Gnaphosa,lugubris,Gnaphosa lugubris (C.L.Koch  1839),https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Gnaphosa+lugubris/o/17/u//x/
Vulnerable,Gnaphosidae,Gnaphosa,nigerrima,Gnaphosa nigerrima L.Koch  1877,https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Gnaphosa+nigerrima/o/17/u//x/
Vulnerable,Gnaphosidae,Callilepis,nocturna,Callilepis nocturna (Linnaeus  1758),https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Callilepis+nocturna/o/17/u//x/
Vulnerable,Gnaphosidae,Micaria,albovittata,Micaria albovittata (L.Koch  1866),https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Micaria+albovittata/o/17/u//x/
Vulnerable,Gnaphosidae,Micaria,alpina,Micaria alpina L.Koch  1872,https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Micaria+alpina/o/17/u//x/
Vulnerable,Zoridae,Zora,nemoralis,Zora nemoralis (Blackwall  1861),https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Zora+nemoralis/o/17/u//x/
Vulnerable,Philodromidae,Philodromus,fallax,Philodromus fallax Sundevall  1833,https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Philodromus+fallax/o/17/u//x/
Vulnerable,Philodromidae,Philodromus,emarginatus,Philodromus emarginatus (Schrank  1803),https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Philodromus+emarginatus/o/17/u//x/
Vulnerable,Thomisidae,Ozyptila,pullata,Ozyptila pullata (Thorell  1875),https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Ozyptila+pullata/o/17/u//x/
Vulnerable,Salticidae,Heliophanus,auratus,Heliophanus auratus C.L.Koch  1835,https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Heliophanus+auratus/o/17/u//x/
Vulnerable,Salticidae,Heliophanus,dampfi,Heliophanus dampfi Schenkel  1923,https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Heliophanus+dampfi/o/17/u//x/
Vulnerable,Salticidae,Marpissa,radiata,Marpissa radiata (Grube  1859),https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Marpissa+radiata/o/17/u//x/
Vulnerable,Salticidae,Euophrys,herbigrada,Euophrys herbigrada (Simon  1871),https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Euophrys+herbigrada/o/17/u//x/
Vulnerable,Salticidae,Talavera,thorelli,Talavera thorelli (Kulczynski  1891),https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Talavera+thorelli/o/17/u//x/
Vulnerable,Salticidae,Pellenes,tripunctatus,Pellenes tripunctatus (Walckenaer  1802),https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Pellenes+tripunctatus/o/17/u//x/
Near Threatened,Uloboridae,Uloborus,walckenaerius,Uloborus walckenaerius Latreille  1806,https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Uloborus+walckenaerius/o/17/u//x/
Near Threatened,Theridiidae,Dipoena,torva,Dipoena torva (Thorell  1875),https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Dipoena+torva/o/17/u//x/
Near Threatened,Linyphiidae,Baryphyma,maritimum,Baryphyma maritimum (Crocker and Parker  1970),https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Baryphyma+maritimum/o/17/u//x/
Near Threatened,Linyphiidae,Pelecopsis,elongata,Pelecopsis elongata (Wider  1834),https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Pelecopsis+elongata/o/17/u//x/
Near Threatened,Linyphiidae,Acartauchenius,scurrilis,Acartauchenius scurrilis (O.P.-Cambridge  1872),https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Acartauchenius+scurrilis/o/17/u//x/
Near Threatened,Linyphiidae,Glyphesis,servulus,Glyphesis servulus (Simon  1881),https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Glyphesis+servulus/o/17/u//x/
Near Threatened,Linyphiidae,Erigone,psychrophila,Erigone psychrophila Thorell  1871,https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Erigone+psychrophila/o/17/u//x/
Near Threatened,Linyphiidae,Caviphantes,saxetorum,Caviphantes saxetorum (Hull  1916),https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Caviphantes+saxetorum/o/17/u//x/
Near Threatened,Linyphiidae,Centromerus,capucinus,Centromerus capucinus (Simon  1884),https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Centromerus+capucinus/o/17/u//x/
Near Threatened,Linyphiidae,Centromerus,cavernarum,Centromerus cavernarum (L.Koch  1872),https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Centromerus+cavernarum/o/17/u//x/
Near Threatened,Linyphiidae,Improphantes,complicatus,Improphantes complicatus (Emerton  1882),https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Improphantes+complicatus/o/17/u//x/
Near Threatened,Linyphiidae,Neriene,radiata,Neriene radiata (Walckenaer  1841),https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Neriene+radiata/o/17/u//x/
Near Threatened,Linyphiidae,Porrhomma,rosenhaueri,Porrhomma rosenhaueri (L.Koch  1872),https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Porrhomma+rosenhaueri/o/17/u//x/
Near Threatened,Linyphiidae,Meioneta,mollis,Meioneta mollis (O. P.-Cambridge  1871),https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Meioneta+mollis/o/17/u//x/
Near Threatened,Araneidae,Araniella,displicata,Araniella displicata (Hentz  1847),https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Araniella+displicata/o/17/u//x/
Near Threatened,Araneidae,Stroemiellus,stroemi,Stroemiellus stroemi (Thorell  1870),https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Stroemiellus+stroemi/o/17/u//x/
Near Threatened,Lycosidae,Arctosa,fulvolineata,Arctosa fulvolineata (Lucas  1846),https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Arctosa+fulvolineata/o/17/u//x/
Near Threatened,Liocranidae,Agroeca,cuprea,Agroeca cuprea Menge  1873,https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Agroeca+cuprea/o/17/u//x/
Near Threatened,Clubionidae,Clubiona,subsultans,Clubiona subsultans Thorell  1875,https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Clubiona+subsultans/o/17/u//x/
Near Threatened,Clubionidae,Clubiona,frisia,Clubiona frisia Wunderlich and Schott  1995,https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Clubiona+frisia/o/17/u//x/
Near Threatened,Clubionidae,Clubiona,juvenis,Clubiona juvenis Simon  1878,https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Clubiona+juvenis/o/17/u//x/
Near Threatened,Clubionidae,Clubiona,genevensis,Clubiona genevensis L.Koch  1866,https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Clubiona+genevensis/o/17/u//x/
Near Threatened,Gnaphosidae,Gnaphosa,occidentalis,Gnaphosa occidentalis Simon  1878,https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Gnaphosa+occidentalis/o/17/u//x/
Near Threatened,Gnaphosidae,Micaria,silesiaca,Micaria silesiaca L.Koch  1875,https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Micaria+silesiaca/o/17/u//x/
Near Threatened,Philodromidae,Philodromus,margaritatus,Philodromus margaritatus (Clerck  1757),https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Philodromus+margaritatus/o/17/u//x/
Near Threatened,Salticidae,Sitticus,floricola,Sitticus floricola (C.L.Koch  1837),https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Sitticus+floricola/o/17/u//x/
Near Threatened,Salticidae,Talavera,petrensis,Talavera petrensis (C.L.Koch  1837),https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Talavera+petrensis/o/17/u//x/
Near Threatened,Salticidae,Phlegra,fasciata,Phlegra fasciata (Hahn  1826),https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Phlegra+fasciata/o/17/u//x/
Near Threatened,Salticidae,Neon,pictus,Neon pictus Kulczynski  1891,https://srs.britishspiders.org.uk/portal.php/p/Distribution/s/Neon+pictus/o/17/u//x/
